file_name,damage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0000459_sc-226797.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0000802_as-7929891.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0000802_as-7929891.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001061_sc-123724.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001061_sc-123724.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001146_sc-149689.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001505_as-2951606.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001505_as-2951606.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0001505_as-2951606.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0002006_sc-122856.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0002010_as-0097507.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0002011_as-0097507.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0002011_as-0097507.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0003420_sc-138198.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0003420_sc-138198.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0003951_as-0097459.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004038_as-3393474.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004038_as-3393474.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004566_sc-195121.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004566_sc-195121.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004566_sc-195121.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004696_as-3293974.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004870_as-0098014.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0004945_sc-118404.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0005959_as-7889759.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0005959_as-7889759.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0005959_as-7889759.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006598_as-2690631.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006632_sc-170061.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006632_sc-170061.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006633_as-0099425.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006633_as-0099425.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006637_as-0099425.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006637_as-0099425.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006637_as-0099425.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006637_as-0099425.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006937_as-7036281.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0006937_as-7036281.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0007211_sc-172188.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0007211_sc-172188.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009062_sc-200552.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009343_as-0099321.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009343_as-0099321.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009343_as-0099321.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009983_sc-121870.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0009983_sc-121870.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0010530_sc-202220.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0010530_sc-202220.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011162_sc-184836.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011162_sc-184836.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011306_sc-133499.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011321_sc-211697.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011570_as-7872658.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0011626_as-0098584.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0012009_as-9052974.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0012858_as-3454098.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0012858_as-3454098.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0013391_as-3095030.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0014330_as-3200305.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0014330_as-3200305.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0014330_as-3200305.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0014330_as-3200305.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0015745_sc-220289.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0015899_sc-1025464.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0016536_as-7422225.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0016536_as-7422225.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0016645_sc-204145.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0017229_sc-192947.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0017481_as-3402111.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0017481_as-3402111.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0017481_as-3402111.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0017645_sc-103725.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0018551_sc-227131.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0019151_sc-135881.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0019151_sc-135881.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0019385_as-3083261.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0020294_sc-116673.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0020631_sc-196900.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0020631_sc-196900.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0021523_sc-226233.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0021523_sc-226233.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0021918_sc-213329.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0021918_sc-213329.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022035_sc-199941.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022035_sc-199941.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022292_as-2827021.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022302_as-0099814.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022303_as-0099814.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022304_as-0099814.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0022306_as-0099814.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0023511_sc-137654.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0023511_sc-137654.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024075_sc-161907.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024075_sc-161907.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024554_sc-153378.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024555_sc-153378.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024556_sc-153378.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0024711_as-9062848.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0026319_sc-193803.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0026319_sc-193803.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027221_as-9080534.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027221_as-9080534.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027447_as-0063574.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027450_as-0063574.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027852_sc-214481.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027852_sc-214481.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0027852_sc-214481.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0028030_sc-164323.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0028264_sc-179865.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0029007_as-9004720.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0029007_as-9004720.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0029131_sc-190285.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0029760_sc-168365.jpg,Scratched
